,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move_Pos
1825,2,0,1,1,2,0,0,2,1,1
1826,2,1,1,1,2,0,0,2,1,5
1827,2,1,1,1,2,2,0,2,1,6
1828,0,0,0,0,0,0,0,0,0,2
1829,0,0,1,0,0,0,0,0,0,4
1830,0,0,1,0,2,0,0,0,0,0
1831,1,0,1,0,2,0,0,0,0,1
1832,1,2,1,0,2,0,0,0,0,7
1833,1,2,1,0,2,0,0,1,0,5
1834,1,2,1,0,2,2,0,1,0,3
1835,1,2,1,1,2,2,0,1,0,6
1836,1,2,1,1,2,2,2,1,0,8
1837,0,0,0,0,0,0,0,0,0,4
1838,0,0,0,0,1,0,0,0,0,0
1839,2,0,0,0,1,0,0,0,0,1
1840,2,1,0,0,1,0,0,0,0,7
1841,2,1,0,0,1,0,0,2,0,6
1842,2,1,0,0,1,0,1,2,0,2
1843,2,1,2,0,1,0,1,2,0,5
1844,2,1,2,0,1,1,1,2,0,3
1845,2,1,2,2,1,1,1,2,0,8
1846,0,0,0,0,0,0,0,0,0,0
1847,1,0,0,0,0,0,0,0,0,4
1848,1,0,0,0,2,0,0,0,0,7
1849,1,0,0,0,2,0,0,1,0,2
1850,1,0,2,0,2,0,0,1,0,6
1851,1,0,2,0,2,0,1,1,0,3
1852,1,0,2,2,2,0,1,1,0,5
1853,1,0,2,2,2,1,1,1,0,8
1854,1,0,2,2,2,1,1,1,2,1
1855,0,0,0,0,0,0,0,0,0,1
1856,0,1,0,0,0,0,0,0,0,4
1857,0,1,0,0,2,0,0,0,0,0
1858,1,1,0,0,2,0,0,0,0,2
1859,1,1,2,0,2,0,0,0,0,6
1860,1,1,2,0,2,0,1,0,0,3
1861,1,1,2,2,2,0,1,0,0,5
1862,1,1,2,2,2,1,1,0,0,8
1863,1,1,2,2,2,1,1,0,2,7
1864,0,0,0,0,0,0,0,0,0,0
1865,1,0,0,0,0,0,0,0,0,4
1866,1,0,0,0,2,0,0,0,0,3
1867,1,0,0,1,2,0,0,0,0,6
1868,1,0,0,1,2,0,2,0,0,2
1869,1,0,1,1,2,0,2,0,0,1
1870,1,2,1,1,2,0,2,0,0,7
1871,1,2,1,1,2,0,2,1,0,5
1872,1,2,1,1,2,2,2,1,0,8
1873,0,0,0,0,0,0,0,0,0,0
1874,1,0,0,0,0,0,0,0,0,4
1875,1,0,0,0,2,0,0,0,0,3
1876,1,0,0,1,2,0,0,0,0,6
1877,1,0,0,1,2,0,2,0,0,2
1878,1,0,1,1,2,0,2,0,0,1
1879,1,2,1,1,2,0,2,0,0,7
1880,1,2,1,1,2,0,2,1,0,5
1881,1,2,1,1,2,2,2,1,0,8
1882,0,0,0,0,0,0,0,0,0,4
1883,0,0,0,0,1,0,0,0,0,0
1884,2,0,0,0,1,0,0,0,0,3
1885,2,0,0,1,1,0,0,0,0,5
1886,2,0,0,1,1,2,0,0,0,1
1887,2,1,0,1,1,2,0,0,0,7
1888,2,1,0,1,1,2,0,2,0,2
1889,2,1,1,1,1,2,0,2,0,6
1890,2,1,1,1,1,2,2,2,0,8
1891,0,0,0,0,0,0,0,0,0,3
1892,0,0,0,1,0,0,0,0,0,4
1893,0,0,0,1,2,0,0,0,0,8
1894,0,0,0,1,2,0,0,0,1,1
1895,0,2,0,1,2,0,0,0,1,2
1896,0,2,1,1,2,0,0,0,1,7
1897,0,0,0,0,0,0,0,0,0,3
1898,0,0,0,1,0,0,0,0,0,4
1899,0,0,0,1,2,0,0,0,0,0
1900,1,0,0,1,2,0,0,0,0,6
1901,1,0,0,1,2,0,2,0,0,2
1902,1,0,1,1,2,0,2,0,0,1
1903,1,2,1,1,2,0,2,0,0,7
1904,1,2,1,1,2,0,2,1,0,8
1905,1,2,1,1,2,0,2,1,2,5
1906,0,0,0,0,0,0,0,0,0,4
1907,0,0,0,0,1,0,0,0,0,0
1908,2,0,0,0,1,0,0,0,0,1
1909,2,1,0,0,1,0,0,0,0,7
1910,2,1,0,0,1,0,0,2,0,3
1911,2,1,0,1,1,0,0,2,0,5
1912,2,1,0,1,1,2,0,2,0,6
1913,2,1,0,1,1,2,1,2,0,2
1914,2,1,2,1,1,2,1,2,0,8
1915,0,0,0,0,0,0,0,0,0,2
1916,0,0,1,0,0,0,0,0,0,0
1917,2,0,1,0,0,0,0,0,0,6
1918,2,0,1,0,0,0,1,0,0,4
1919,2,0,1,0,2,0,1,0,0,8
1920,2,0,1,0,2,0,1,0,1,5
1921,2,0,1,0,2,2,1,0,1,3
1922,2,0,1,1,2,2,1,0,1,7
1923,2,0,1,1,2,2,1,2,1,1
1924,0,0,0,0,0,0,0,0,0,0
1925,1,0,0,0,0,0,0,0,0,4
1926,1,0,0,0,2,0,0,0,0,6
1927,1,0,0,0,2,0,1,0,0,3
1928,1,0,0,2,2,0,1,0,0,1
1929,1,1,0,2,2,0,1,0,0,2
1930,1,1,2,2,2,0,1,0,0,5
1931,1,1,2,2,2,1,1,0,0,8
1932,1,1,2,2,2,1,1,0,2,7
1933,0,0,0,0,0,0,0,0,0,0
1934,1,0,0,0,0,0,0,0,0,4
1935,1,0,0,0,2,0,0,0,0,2
1936,1,0,1,0,2,0,0,0,0,1
1937,1,2,1,0,2,0,0,0,0,5
1938,1,2,1,0,2,1,0,0,0,7
1939,0,0,0,0,0,0,0,0,0,4
1940,0,0,0,0,1,0,0,0,0,0
1941,2,0,0,0,1,0,0,0,0,3
1942,2,0,0,1,1,0,0,0,0,5
1943,2,0,0,1,1,2,0,0,0,1
1944,2,1,0,1,1,2,0,0,0,7
1945,2,1,0,1,1,2,0,2,0,2
1946,2,1,1,1,1,2,0,2,0,6
1947,2,1,1,1,1,2,2,2,0,8
1948,0,0,0,0,0,0,0,0,0,2
1949,0,0,1,0,0,0,0,0,0,0
1950,2,0,1,0,0,0,0,0,0,6
1951,2,0,1,0,0,0,1,0,0,4
1952,2,0,1,0,2,0,1,0,0,8
1953,2,0,1,0,2,0,1,0,1,5
1954,2,0,1,0,2,2,1,0,1,3
1955,2,0,1,1,2,2,1,0,1,7
1956,2,0,1,1,2,2,1,2,1,1
1957,0,0,0,0,0,0,0,0,0,4
1958,0,0,0,0,1,0,0,0,0,0
1959,2,0,0,0,1,0,0,0,0,6
1960,2,0,0,0,1,0,1,0,0,2
1961,2,0,2,0,1,0,1,0,0,1
1962,2,1,2,0,1,0,1,0,0,7
1963,2,1,2,0,1,0,1,2,0,3
1964,2,1,2,1,1,0,1,2,0,5
1965,2,1,2,1,1,2,1,2,0,8
1966,0,0,0,0,0,0,0,0,0,8
1967,0,0,0,0,0,0,0,0,1,4
1968,0,0,0,0,2,0,0,0,1,2
1969,0,0,1,0,2,0,0,0,1,1
1970,0,2,1,0,2,0,0,0,1,7
1971,0,2,1,0,2,0,0,1,1,5
1972,0,2,1,0,2,2,0,1,1,3
1973,0,2,1,1,2,2,0,1,1,6
1974,0,2,1,1,2,2,2,1,1,0
1975,0,0,0,0,0,0,0,0,0,0
1976,1,0,0,0,0,0,0,0,0,4
1977,1,0,0,0,2,0,0,0,0,6
1978,1,0,0,0,2,0,1,0,0,3
1979,1,0,0,2,2,0,1,0,0,1
1980,1,1,0,2,2,0,1,0,0,2
1981,1,1,2,2,2,0,1,0,0,5
1982,1,1,2,2,2,1,1,0,0,8
1983,1,1,2,2,2,1,1,0,2,7
1984,0,0,0,0,0,0,0,0,0,3
1985,0,0,0,1,0,0,0,0,0,4
1986,0,0,0,1,2,0,0,0,0,0
1987,1,0,0,1,2,0,0,0,0,6
1988,1,0,0,1,2,0,2,0,0,2
1989,1,0,1,1,2,0,2,0,0,1
1990,1,2,1,1,2,0,2,0,0,7
1991,1,2,1,1,2,0,2,1,0,8
1992,1,2,1,1,2,0,2,1,2,5
1993,0,0,0,0,0,0,0,0,0,6
1994,0,0,0,0,0,0,1,0,0,0
1995,2,0,0,0,0,0,1,0,0,4
1996,2,0,0,0,1,0,1,0,0,2
1997,2,0,2,0,1,0,1,0,0,1
1998,2,1,2,0,1,0,1,0,0,7
1999,2,1,2,0,1,0,1,2,0,5
2000,2,1,2,0,1,1,1,2,0,3
2001,2,1,2,2,1,1,1,2,0,8
2002,0,0,0,0,0,0,0,0,0,0
2003,1,0,0,0,0,0,0,0,0,4
2004,1,0,0,0,2,0,0,0,0,6
2005,1,0,0,0,2,0,1,0,0,3
2006,1,0,0,2,2,0,1,0,0,1
2007,1,1,0,2,2,0,1,0,0,2
2008,1,1,2,2,2,0,1,0,0,5
2009,1,1,2,2,2,1,1,0,0,7
2010,1,1,2,2,2,1,1,2,0,8
2011,0,0,0,0,0,0,0,0,0,2
2012,0,0,1,0,0,0,0,0,0,0
2013,2,0,1,0,0,0,0,0,0,3
2014,2,0,1,1,0,0,0,0,0,4
2015,2,0,1,1,2,0,0,0,0,8
2016,2,0,1,1,2,0,0,0,1,7
2017,2,0,1,1,2,0,0,2,1,1
2018,2,1,1,1,2,0,0,2,1,5
2019,2,1,1,1,2,2,0,2,1,6
2020,0,0,0,0,0,0,0,0,0,4
2021,0,0,0,0,1,0,0,0,0,0
2022,2,0,0,0,1,0,0,0,0,7
2023,2,0,0,0,1,0,0,1,0,6
2024,2,0,0,0,1,0,2,1,0,3
2025,2,0,0,1,1,0,2,1,0,1
2026,2,2,0,1,1,0,2,1,0,2
2027,2,2,1,1,1,0,2,1,0,5
2028,2,2,1,1,1,2,2,1,0,8
2029,0,0,0,0,0,0,0,0,0,0
2030,1,0,0,0,0,0,0,0,0,4
2031,1,0,0,0,2,0,0,0,0,6
2032,1,0,0,0,2,0,1,0,0,3
2033,1,0,0,2,2,0,1,0,0,7
2034,1,0,0,2,2,0,1,1,0,5
2035,0,0,0,0,0,0,0,0,0,1
2036,0,1,0,0,0,0,0,0,0,4
2037,0,1,0,0,2,0,0,0,0,0
2038,1,1,0,0,2,0,0,0,0,2
2039,1,1,2,0,2,0,0,0,0,6
2040,1,1,2,0,2,0,1,0,0,3
2041,1,1,2,2,2,0,1,0,0,5
2042,1,1,2,2,2,1,1,0,0,8
2043,1,1,2,2,2,1,1,0,2,7
2044,0,0,0,0,0,0,0,0,0,3
2045,0,0,0,1,0,0,0,0,0,4
2046,0,0,0,1,2,0,0,0,0,0
2047,1,0,0,1,2,0,0,0,0,6
2048,1,0,0,1,2,0,2,0,0,2
2049,1,0,1,1,2,0,2,0,0,1
2050,1,2,1,1,2,0,2,0,0,7
2051,1,2,1,1,2,0,2,1,0,5
2052,1,2,1,1,2,2,2,1,0,8
2053,0,0,0,0,0,0,0,0,0,0
2054,1,0,0,0,0,0,0,0,0,4
2055,1,0,0,0,2,0,0,0,0,2
2056,1,0,1,0,2,0,0,0,0,1
2057,1,2,1,0,2,0,0,0,0,7
2058,1,2,1,0,2,0,0,1,0,5
2059,1,2,1,0,2,2,0,1,0,3
2060,1,2,1,1,2,2,0,1,0,6
2061,1,2,1,1,2,2,2,1,0,8
2062,0,0,0,0,0,0,0,0,0,4
2063,0,0,0,0,1,0,0,0,0,0
2064,2,0,0,0,1,0,0,0,0,6
2065,2,0,0,0,1,0,1,0,0,2
2066,2,0,2,0,1,0,1,0,0,1
2067,2,1,2,0,1,0,1,0,0,7
2068,2,1,2,0,1,0,1,2,0,5
2069,2,1,2,0,1,1,1,2,0,3
2070,2,1,2,2,1,1,1,2,0,8
2071,0,0,0,0,0,0,0,0,0,3
2072,0,0,0,1,0,0,0,0,0,0
2073,2,0,0,1,0,0,0,0,0,1
2074,2,1,0,1,0,0,0,0,0,4
2075,2,1,0,1,2,0,0,0,0,8
2076,2,1,0,1,2,0,0,0,1,6
2077,2,1,0,1,2,0,2,0,1,2
2078,2,1,1,1,2,0,2,0,1,5
2079,2,1,1,1,2,2,2,0,1,7
2080,0,0,0,0,0,0,0,0,0,4
2081,0,0,0,0,1,0,0,0,0,0
2082,2,0,0,0,1,0,0,0,0,2
2083,2,0,1,0,1,0,0,0,0,6
2084,2,0,1,0,1,0,2,0,0,3
2085,2,0,1,1,1,0,2,0,0,5
2086,2,0,1,1,1,2,2,0,0,1
2087,2,1,1,1,1,2,2,0,0,7
2088,2,1,1,1,1,2,2,2,0,8
2089,0,0,0,0,0,0,0,0,0,0
2090,1,0,0,0,0,0,0,0,0,4
2091,1,0,0,0,2,0,0,0,0,3
2092,1,0,0,1,2,0,0,0,0,6
2093,1,0,0,1,2,0,2,0,0,2
2094,1,0,1,1,2,0,2,0,0,1
2095,1,2,1,1,2,0,2,0,0,7
2096,1,2,1,1,2,0,2,1,0,8
2097,1,2,1,1,2,0,2,1,2,5
2098,0,0,0,0,0,0,0,0,0,4
2099,0,0,0,0,1,0,0,0,0,0
2100,2,0,0,0,1,0,0,0,0,2
2101,2,0,1,0,1,0,0,0,0,6
2102,2,0,1,0,1,0,2,0,0,3
2103,2,0,1,1,1,0,2,0,0,5
2104,2,0,1,1,1,2,2,0,0,7
2105,2,0,1,1,1,2,2,1,0,1
2106,2,2,1,1,1,2,2,1,0,8
2107,0,0,0,0,0,0,0,0,0,4
2108,0,0,0,0,1,0,0,0,0,0
2109,2,0,0,0,1,0,0,0,0,3
2110,2,0,0,1,1,0,0,0,0,5
2111,2,0,0,1,1,2,0,0,0,2
2112,2,0,1,1,1,2,0,0,0,6
2113,2,0,1,1,1,2,2,0,0,1
2114,2,1,1,1,1,2,2,0,0,7
2115,2,1,1,1,1,2,2,2,0,8
2116,0,0,0,0,0,0,0,0,0,0
2117,1,0,0,0,0,0,0,0,0,4
2118,1,0,0,0,2,0,0,0,0,6
2119,1,0,0,0,2,0,1,0,0,3
2120,1,0,0,2,2,0,1,0,0,5
2121,1,0,0,2,2,1,1,0,0,1
2122,1,2,0,2,2,1,1,0,0,7
2123,1,2,0,2,2,1,1,1,0,8
2124,1,2,0,2,2,1,1,1,2,2
2125,0,0,0,0,0,0,0,0,0,4
2126,0,0,0,0,1,0,0,0,0,0
2127,2,0,0,0,1,0,0,0,0,2
2128,2,0,1,0,1,0,0,0,0,6
2129,2,0,1,0,1,0,2,0,0,3
2130,2,0,1,1,1,0,2,0,0,5
2131,2,0,1,1,1,2,2,0,0,7
2132,2,0,1,1,1,2,2,1,0,1
2133,2,2,1,1,1,2,2,1,0,8
2134,0,0,0,0,0,0,0,0,0,0
2135,1,0,0,0,0,0,0,0,0,4
2136,1,0,0,0,2,0,0,0,0,2
2137,1,0,1,0,2,0,0,0,0,1
2138,1,2,1,0,2,0,0,0,0,3
2139,1,2,1,1,2,0,0,0,0,6
2140,1,2,1,1,2,0,2,0,0,7
2141,1,2,1,1,2,0,2,1,0,8
2142,1,2,1,1,2,0,2,1,2,5
2143,0,0,0,0,0,0,0,0,0,8
2144,0,0,0,0,0,0,0,0,1,0
2145,2,0,0,0,0,0,0,0,1,2
2146,2,0,1,0,0,0,0,0,1,6
2147,2,0,1,0,0,0,2,0,1,3
2148,2,0,1,1,0,0,2,0,1,5
2149,2,0,1,1,0,2,2,0,1,7
2150,2,0,1,1,0,2,2,1,1,4
2151,2,0,1,1,2,2,2,1,1,1
2152,0,0,0,0,0,0,0,0,0,0
2153,1,0,0,0,0,0,0,0,0,4
2154,1,0,0,0,2,0,0,0,0,6
2155,1,0,0,0,2,0,1,0,0,3
2156,1,0,0,2,2,0,1,0,0,1
2157,1,1,0,2,2,0,1,0,0,2
2158,1,1,2,2,2,0,1,0,0,5
2159,1,1,2,2,2,1,1,0,0,7
2160,1,1,2,2,2,1,1,2,0,8
2161,0,0,0,0,0,0,0,0,0,4
2162,0,0,0,0,1,0,0,0,0,0
2163,2,0,0,0,1,0,0,0,0,3
2164,2,0,0,1,1,0,0,0,0,5
2165,2,0,0,1,1,2,0,0,0,1
2166,2,1,0,1,1,2,0,0,0,7
2167,2,1,0,1,1,2,0,2,0,2
2168,2,1,1,1,1,2,0,2,0,6
2169,2,1,1,1,1,2,2,2,0,8
2170,0,0,0,0,0,0,0,0,0,0
2171,1,0,0,0,0,0,0,0,0,4
2172,1,0,0,0,2,0,0,0,0,6
2173,1,0,0,0,2,0,1,0,0,3
2174,1,0,0,2,2,0,1,0,0,5
2175,1,0,0,2,2,1,1,0,0,7
2176,1,0,0,2,2,1,1,2,0,1
2177,1,1,0,2,2,1,1,2,0,2
2178,1,1,2,2,2,1,1,2,0,8
2179,0,0,0,0,0,0,0,0,0,4
2180,0,0,0,0,1,0,0,0,0,0
2181,2,0,0,0,1,0,0,0,0,1
2182,2,1,0,0,1,0,0,0,0,7
2183,2,1,0,0,1,0,0,2,0,6
2184,2,1,0,0,1,0,1,2,0,2
2185,2,1,2,0,1,0,1,2,0,5
2186,2,1,2,0,1,1,1,2,0,3
2187,2,1,2,2,1,1,1,2,0,8
2188,0,0,0,0,0,0,0,0,0,2
2189,0,0,1,0,0,0,0,0,0,4
2190,0,0,1,0,2,0,0,0,0,0
2191,1,0,1,0,2,0,0,0,0,1
2192,1,2,1,0,2,0,0,0,0,7
2193,1,2,1,0,2,0,0,1,0,5
2194,1,2,1,0,2,2,0,1,0,3
2195,1,2,1,1,2,2,0,1,0,6
2196,1,2,1,1,2,2,2,1,0,8
2197,0,0,0,0,0,0,0,0,0,0
2198,1,0,0,0,0,0,0,0,0,4
2199,1,0,0,0,2,0,0,0,0,6
2200,1,0,0,0,2,0,1,0,0,3
2201,1,0,0,2,2,0,1,0,0,5
2202,1,0,0,2,2,1,1,0,0,1
2203,1,2,0,2,2,1,1,0,0,7
2204,1,2,0,2,2,1,1,1,0,8
2205,1,2,0,2,2,1,1,1,2,2
2206,0,0,0,0,0,0,0,0,0,0
2207,1,0,0,0,0,0,0,0,0,4
2208,1,0,0,0,2,0,0,0,0,6
2209,1,0,0,0,2,0,1,0,0,3
2210,1,0,0,2,2,0,1,0,0,1
2211,1,1,0,2,2,0,1,0,0,2
2212,1,1,2,2,2,0,1,0,0,5
2213,1,1,2,2,2,1,1,0,0,8
2214,1,1,2,2,2,1,1,0,2,7
2215,0,0,0,0,0,0,0,0,0,2
2216,0,0,1,0,0,0,0,0,0,0
2217,2,0,1,0,0,0,0,0,0,4
2218,2,0,1,0,1,0,0,0,0,6
2219,2,0,1,0,1,0,2,0,0,3
2220,2,0,1,1,1,0,2,0,0,5
2221,2,0,1,1,1,2,2,0,0,1
2222,2,1,1,1,1,2,2,0,0,7
2223,2,1,1,1,1,2,2,2,0,8
2224,0,0,0,0,0,0,0,0,0,3
2225,0,0,0,1,0,0,0,0,0,4
2226,0,0,0,1,2,0,0,0,0,6
2227,0,0,0,1,2,0,1,0,0,0
2228,2,0,0,1,2,0,1,0,0,8
2229,2,0,0,1,2,0,1,0,1,1
2230,2,2,0,1,2,0,1,0,1,7
2231,0,0,0,0,0,0,0,0,0,4
2232,0,0,0,0,1,0,0,0,0,0
2233,2,0,0,0,1,0,0,0,0,2
2234,2,0,1,0,1,0,0,0,0,6
2235,2,0,1,0,1,0,2,0,0,3
2236,2,0,1,1,1,0,2,0,0,5
2237,2,0,1,1,1,2,2,0,0,1
2238,2,1,1,1,1,2,2,0,0,7
2239,2,1,1,1,1,2,2,2,0,8
2240,0,0,0,0,0,0,0,0,0,6
2241,0,0,0,0,0,0,1,0,0,0
2242,2,0,0,0,0,0,1,0,0,4
2243,2,0,0,0,1,0,1,0,0,2
2244,2,0,2,0,1,0,1,0,0,1
2245,2,1,2,0,1,0,1,0,0,7
2246,2,1,2,0,1,0,1,2,0,3
2247,2,1,2,1,1,0,1,2,0,5
2248,2,1,2,1,1,2,1,2,0,8
2249,0,0,0,0,0,0,0,0,0,4
2250,0,0,0,0,1,0,0,0,0,0
2251,2,0,0,0,1,0,0,0,0,3
2252,2,0,0,1,1,0,0,0,0,5
2253,2,0,0,1,1,2,0,0,0,1
2254,2,1,0,1,1,2,0,0,0,7
2255,2,1,0,1,1,2,0,2,0,2
2256,2,1,1,1,1,2,0,2,0,6
2257,2,1,1,1,1,2,2,2,0,8
2258,0,0,0,0,0,0,0,0,0,3
2259,0,0,0,1,0,0,0,0,0,4
2260,0,0,0,1,2,0,0,0,0,0
2261,1,0,0,1,2,0,0,0,0,6
2262,1,0,0,1,2,0,2,0,0,2
2263,1,0,1,1,2,0,2,0,0,1
2264,1,2,1,1,2,0,2,0,0,7
2265,1,2,1,1,2,0,2,1,0,5
2266,1,2,1,1,2,2,2,1,0,8
2267,0,0,0,0,0,0,0,0,0,2
2268,0,0,1,0,0,0,0,0,0,4
2269,0,0,1,0,2,0,0,0,0,0
2270,1,0,1,0,2,0,0,0,0,1
2271,1,2,1,0,2,0,0,0,0,3
2272,1,2,1,1,2,0,0,0,0,6
2273,1,2,1,1,2,0,2,0,0,7
2274,1,2,1,1,2,0,2,1,0,8
2275,1,2,1,1,2,0,2,1,2,5
2276,0,0,0,0,0,0,0,0,0,0
2277,1,0,0,0,0,0,0,0,0,4
2278,1,0,0,0,2,0,0,0,0,6
2279,1,0,0,0,2,0,1,0,0,3
2280,1,0,0,2,2,0,1,0,0,1
2281,1,1,0,2,2,0,1,0,0,2
2282,1,1,2,2,2,0,1,0,0,5
2283,1,1,2,2,2,1,1,0,0,8
2284,1,1,2,2,2,1,1,0,2,7
2285,0,0,0,0,0,0,0,0,0,4
2286,0,0,0,0,1,0,0,0,0,0
2287,2,0,0,0,1,0,0,0,0,6
2288,2,0,0,0,1,0,1,0,0,2
2289,2,0,2,0,1,0,1,0,0,1
2290,2,1,2,0,1,0,1,0,0,7
2291,2,1,2,0,1,0,1,2,0,5
2292,2,1,2,0,1,1,1,2,0,3
2293,2,1,2,2,1,1,1,2,0,8
2294,0,0,0,0,0,0,0,0,0,2
2295,0,0,1,0,0,0,0,0,0,4
2296,0,0,1,0,2,0,0,0,0,0
2297,1,0,1,0,2,0,0,0,0,1
2298,1,2,1,0,2,0,0,0,0,7
2299,1,2,1,0,2,0,0,1,0,3
2300,1,2,1,2,2,0,0,1,0,5
2301,1,2,1,2,2,1,0,1,0,8
2302,1,2,1,2,2,1,0,1,2,6
2303,0,0,0,0,0,0,0,0,0,3
2304,0,0,0,1,0,0,0,0,0,4
2305,0,0,0,1,2,0,0,0,0,0
2306,1,0,0,1,2,0,0,0,0,6
2307,1,0,0,1,2,0,2,0,0,2
2308,1,0,1,1,2,0,2,0,0,1
2309,1,2,1,1,2,0,2,0,0,7
2310,1,2,1,1,2,0,2,1,0,8
2311,1,2,1,1,2,0,2,1,2,5
2312,0,0,0,0,0,0,0,0,0,5
2313,0,0,0,0,0,1,0,0,0,0
2314,2,0,0,0,0,1,0,0,0,8
2315,2,0,0,0,0,1,0,0,1,2
2316,2,0,2,0,0,1,0,0,1,1
2317,2,1,2,0,0,1,0,0,1,6
2318,2,1,2,0,0,1,2,0,1,3
2319,2,1,2,1,0,1,2,0,1,4
2320,0,0,0,0,0,0,0,0,0,0
2321,1,0,0,0,0,0,0,0,0,4
2322,1,0,0,0,2,0,0,0,0,6
2323,1,0,0,0,2,0,1,0,0,3
2324,1,0,0,2,2,0,1,0,0,1
2325,1,1,0,2,2,0,1,0,0,2
2326,1,1,2,2,2,0,1,0,0,5
2327,1,1,2,2,2,1,1,0,0,8
2328,1,1,2,2,2,1,1,0,2,7
2329,0,0,0,0,0,0,0,0,0,0
2330,1,0,0,0,0,0,0,0,0,4
2331,1,0,0,0,2,0,0,0,0,6
2332,1,0,0,0,2,0,1,0,0,3
2333,1,0,0,2,2,0,1,0,0,5
2334,1,0,0,2,2,1,1,0,0,7
2335,1,0,0,2,2,1,1,2,0,1
2336,1,1,0,2,2,1,1,2,0,2
2337,1,1,2,2,2,1,1,2,0,8
2338,0,0,0,0,0,0,0,0,0,2
2339,0,0,1,0,0,0,0,0,0,0
2340,2,0,1,0,0,0,0,0,0,6
2341,2,0,1,0,0,0,1,0,0,4
2342,2,0,1,0,2,0,1,0,0,8
2343,2,0,1,0,2,0,1,0,1,5
2344,2,0,1,0,2,2,1,0,1,3
2345,2,0,1,1,2,2,1,0,1,7
2346,2,0,1,1,2,2,1,2,1,1
2347,0,0,0,0,0,0,0,0,0,0
2348,1,0,0,0,0,0,0,0,0,4
2349,1,0,0,0,2,0,0,0,0,2
2350,1,0,1,0,2,0,0,0,0,1
2351,1,2,1,0,2,0,0,0,0,7
2352,1,2,1,0,2,0,0,1,0,3
2353,1,2,1,2,2,0,0,1,0,5
2354,1,2,1,2,2,1,0,1,0,8
2355,1,2,1,2,2,1,0,1,2,6
2356,0,0,0,0,0,0,0,0,0,0
2357,1,0,0,0,0,0,0,0,0,4
2358,1,0,0,0,2,0,0,0,0,2
2359,1,0,1,0,2,0,0,0,0,1
2360,1,2,1,0,2,0,0,0,0,3
2361,1,2,1,1,2,0,0,0,0,6
2362,1,2,1,1,2,0,2,0,0,7
2363,1,2,1,1,2,0,2,1,0,5
2364,1,2,1,1,2,2,2,1,0,8
2365,0,0,0,0,0,0,0,0,0,4
2366,0,0,0,0,1,0,0,0,0,0
2367,2,0,0,0,1,0,0,0,0,6
2368,2,0,0,0,1,0,1,0,0,2
2369,2,0,2,0,1,0,1,0,0,1
2370,2,1,2,0,1,0,1,0,0,7
2371,2,1,2,0,1,0,1,2,0,5
2372,2,1,2,0,1,1,1,2,0,3
2373,2,1,2,2,1,1,1,2,0,8
2374,0,0,0,0,0,0,0,0,0,2
2375,0,0,1,0,0,0,0,0,0,4
2376,0,0,1,0,2,0,0,0,0,0
2377,1,0,1,0,2,0,0,0,0,1
2378,1,2,1,0,2,0,0,0,0,3
2379,1,2,1,1,2,0,0,0,0,6
2380,1,2,1,1,2,0,2,0,0,7
2381,1,2,1,1,2,0,2,1,0,5
2382,1,2,1,1,2,2,2,1,0,8
2383,0,0,0,0,0,0,0,0,0,4
2384,0,0,0,0,1,0,0,0,0,0
2385,2,0,0,0,1,0,0,0,0,2
2386,2,0,1,0,1,0,0,0,0,6
2387,2,0,1,0,1,0,2,0,0,3
2388,2,0,1,1,1,0,2,0,0,5
2389,2,0,1,1,1,2,2,0,0,7
2390,2,0,1,1,1,2,2,1,0,1
2391,2,2,1,1,1,2,2,1,0,8
2392,0,0,0,0,0,0,0,0,0,0
2393,1,0,0,0,0,0,0,0,0,4
2394,1,0,0,0,2,0,0,0,0,6
2395,1,0,0,0,2,0,1,0,0,3
2396,1,0,0,2,2,0,1,0,0,1
2397,1,1,0,2,2,0,1,0,0,2
2398,1,1,2,2,2,0,1,0,0,5
2399,1,1,2,2,2,1,1,0,0,7
2400,1,1,2,2,2,1,1,2,0,8
2401,0,0,0,0,0,0,0,0,0,0
2402,1,0,0,0,0,0,0,0,0,4
2403,1,0,0,0,2,0,0,0,0,2
2404,1,0,1,0,2,0,0,0,0,1
2405,1,2,1,0,2,0,0,0,0,7
2406,1,2,1,0,2,0,0,1,0,5
2407,1,2,1,0,2,2,0,1,0,3
2408,1,2,1,1,2,2,0,1,0,6
2409,1,2,1,1,2,2,2,1,0,8
2410,0,0,0,0,0,0,0,0,0,4
2411,0,0,0,0,1,0,0,0,0,0
2412,2,0,0,0,1,0,0,0,0,3
2413,2,0,0,1,1,0,0,0,0,5
2414,2,0,0,1,1,2,0,0,0,1
2415,2,1,0,1,1,2,0,0,0,7
2416,2,1,0,1,1,2,0,2,0,2
2417,2,1,1,1,1,2,0,2,0,6
2418,2,1,1,1,1,2,2,2,0,8
2419,0,0,0,0,0,0,0,0,0,4
2420,0,0,0,0,1,0,0,0,0,0
2421,2,0,0,0,1,0,0,0,0,2
2422,2,0,1,0,1,0,0,0,0,6
2423,2,0,1,0,1,0,2,0,0,3
2424,2,0,1,1,1,0,2,0,0,5
2425,2,0,1,1,1,2,2,0,0,1
2426,2,1,1,1,1,2,2,0,0,7
2427,2,1,1,1,1,2,2,2,0,8
2428,0,0,0,0,0,0,0,0,0,0
2429,1,0,0,0,0,0,0,0,0,4
2430,1,0,0,0,2,0,0,0,0,1
