,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move_Pos
4612,2,1,2,1,1,2,1,2,0,8
4613,0,0,0,0,0,0,0,0,0,0
4614,1,0,0,0,0,0,0,0,0,4
4615,1,0,0,0,2,0,0,0,0,6
4616,1,0,0,0,2,0,1,0,0,3
4617,1,0,0,2,2,0,1,0,0,1
4618,1,1,0,2,2,0,1,0,0,2
4619,1,1,2,2,2,0,1,0,0,5
4620,1,1,2,2,2,1,1,0,0,7
4621,1,1,2,2,2,1,1,2,0,8
4622,0,0,0,0,0,0,0,0,0,6
4623,0,0,0,0,0,0,1,0,0,0
4624,2,0,0,0,0,0,1,0,0,4
4625,2,0,0,0,1,0,1,0,0,2
4626,2,0,2,0,1,0,1,0,0,1
4627,2,1,2,0,1,0,1,0,0,7
4628,2,1,2,0,1,0,1,2,0,5
4629,2,1,2,0,1,1,1,2,0,3
4630,2,1,2,2,1,1,1,2,0,8
4631,0,0,0,0,0,0,0,0,0,1
4632,0,1,0,0,0,0,0,0,0,4
4633,0,1,0,0,2,0,0,0,0,0
4634,1,1,0,0,2,0,0,0,0,2
4635,1,1,2,0,2,0,0,0,0,6
4636,1,1,2,0,2,0,1,0,0,3
4637,1,1,2,2,2,0,1,0,0,5
4638,1,1,2,2,2,1,1,0,0,8
4639,1,1,2,2,2,1,1,0,2,7
4640,0,0,0,0,0,0,0,0,0,2
4641,0,0,1,0,0,0,0,0,0,0
4642,2,0,1,0,0,0,0,0,0,3
4643,2,0,1,1,0,0,0,0,0,4
4644,2,0,1,1,2,0,0,0,0,8
4645,2,0,1,1,2,0,0,0,1,7
4646,2,0,1,1,2,0,0,2,1,1
4647,2,1,1,1,2,0,0,2,1,5
4648,2,1,1,1,2,2,0,2,1,6
4649,0,0,0,0,0,0,0,0,0,0
4650,1,0,0,0,0,0,0,0,0,4
4651,1,0,0,0,2,0,0,0,0,6
4652,1,0,0,0,2,0,1,0,0,3
4653,1,0,0,2,2,0,1,0,0,1
4654,1,1,0,2,2,0,1,0,0,2
4655,1,1,2,2,2,0,1,0,0,5
4656,1,1,2,2,2,1,1,0,0,7
4657,1,1,2,2,2,1,1,2,0,8
4658,0,0,0,0,0,0,0,0,0,0
4659,1,0,0,0,0,0,0,0,0,2
4660,1,0,2,0,0,0,0,0,0,4
4661,1,0,2,0,1,0,0,0,0,3
4662,1,0,2,2,1,0,0,0,0,8
4663,0,0,0,0,0,0,0,0,0,0
4664,1,0,0,0,0,0,0,0,0,4
4665,1,0,0,0,2,0,0,0,0,2
4666,1,0,1,0,2,0,0,0,0,1
4667,1,2,1,0,2,0,0,0,0,3
4668,1,2,1,1,2,0,0,0,0,6
4669,1,2,1,1,2,0,2,0,0,7
4670,1,2,1,1,2,0,2,1,0,5
4671,1,2,1,1,2,2,2,1,0,8
4672,0,0,0,0,0,0,0,0,0,0
4673,1,0,0,0,0,0,0,0,0,4
4674,1,0,0,0,2,0,0,0,0,1
4675,1,1,0,0,2,0,0,0,0,2
4676,1,1,2,0,2,0,0,0,0,6
4677,1,1,2,0,2,0,1,0,0,3
4678,1,1,2,2,2,0,1,0,0,5
4679,1,1,2,2,2,1,1,0,0,7
4680,1,1,2,2,2,1,1,2,0,8
4681,0,0,0,0,0,0,0,0,0,5
4682,0,0,0,0,0,1,0,0,0,0
4683,2,0,0,0,0,1,0,0,0,3
4684,2,0,0,1,0,1,0,0,0,4
4685,2,0,0,1,2,1,0,0,0,8
4686,2,0,0,1,2,1,0,0,1,1
4687,2,2,0,1,2,1,0,0,1,2
4688,0,0,0,0,0,0,0,0,0,4
4689,0,0,0,0,1,0,0,0,0,0
4690,2,0,0,0,1,0,0,0,0,2
4691,2,0,1,0,1,0,0,0,0,6
4692,2,0,1,0,1,0,2,0,0,3
4693,2,0,1,1,1,0,2,0,0,5
4694,2,0,1,1,1,2,2,0,0,1
4695,2,1,1,1,1,2,2,0,0,7
4696,2,1,1,1,1,2,2,2,0,8
4697,0,0,0,0,0,0,0,0,0,6
4698,0,0,0,0,0,0,1,0,0,0
4699,2,0,0,0,0,0,1,0,0,4
4700,2,0,0,0,1,0,1,0,0,2
4701,2,0,2,0,1,0,1,0,0,1
4702,2,1,2,0,1,0,1,0,0,7
4703,2,1,2,0,1,0,1,2,0,5
4704,2,1,2,0,1,1,1,2,0,3
4705,2,1,2,2,1,1,1,2,0,8
4706,0,0,0,0,0,0,0,0,0,4
4707,0,0,0,0,1,0,0,0,0,0
4708,2,0,0,0,1,0,0,0,0,1
4709,2,1,0,0,1,0,0,0,0,7
4710,2,1,0,0,1,0,0,2,0,3
4711,2,1,0,1,1,0,0,2,0,5
4712,2,1,0,1,1,2,0,2,0,2
4713,2,1,1,1,1,2,0,2,0,6
4714,2,1,1,1,1,2,2,2,0,8
4715,0,0,0,0,0,0,0,0,0,3
4716,0,0,0,1,0,0,0,0,0,4
4717,0,0,0,1,2,0,0,0,0,6
4718,0,0,0,1,2,0,1,0,0,0
4719,2,0,0,1,2,0,1,0,0,8
4720,2,0,0,1,2,0,1,0,1,1
4721,2,2,0,1,2,0,1,0,1,7
4722,0,0,0,0,0,0,0,0,0,6
4723,0,0,0,0,0,0,1,0,0,4
4724,0,0,0,0,2,0,1,0,0,0
4725,1,0,0,0,2,0,1,0,0,3
4726,1,0,0,2,2,0,1,0,0,5
4727,1,0,0,2,2,1,1,0,0,7
4728,1,0,0,2,2,1,1,2,0,1
4729,1,1,0,2,2,1,1,2,0,2
4730,1,1,2,2,2,1,1,2,0,8
4731,0,0,0,0,0,0,0,0,0,1
4732,0,1,0,0,0,0,0,0,0,0
4733,2,1,0,0,0,0,0,0,0,6
4734,2,1,0,0,0,0,1,0,0,4
4735,2,1,0,0,2,0,1,0,0,8
4736,2,1,0,0,2,0,1,0,1,5
4737,2,1,0,0,2,2,1,0,1,3
4738,2,1,0,1,2,2,1,0,1,7
4739,2,1,0,1,2,2,1,2,1,2
4740,0,0,0,0,0,0,0,0,0,1
4741,0,1,0,0,0,0,0,0,0,4
4742,0,1,0,0,2,0,0,0,0,6
4743,0,1,0,0,2,0,1,0,0,0
4744,2,1,0,0,2,0,1,0,0,8
4745,2,1,0,0,2,0,1,0,1,5
4746,2,1,0,0,2,2,1,0,1,3
4747,2,1,0,1,2,2,1,0,1,7
4748,2,1,0,1,2,2,1,2,1,2
4749,0,0,0,0,0,0,0,0,0,2
4750,0,0,1,0,0,0,0,0,0,0
4751,2,0,1,0,0,0,0,0,0,3
4752,2,0,1,1,0,0,0,0,0,4
4753,2,0,1,1,2,0,0,0,0,8
4754,2,0,1,1,2,0,0,0,1,7
4755,2,0,1,1,2,0,0,2,1,1
4756,2,1,1,1,2,0,0,2,1,5
4757,2,1,1,1,2,2,0,2,1,6
4758,0,0,0,0,0,0,0,0,0,3
4759,0,0,0,1,0,0,0,0,0,4
4760,0,0,0,1,2,0,0,0,0,6
4761,0,0,0,1,2,0,1,0,0,0
4762,2,0,0,1,2,0,1,0,0,8
4763,2,0,0,1,2,0,1,0,1,1
4764,2,2,0,1,2,0,1,0,1,7
4765,0,0,0,0,0,0,0,0,0,4
4766,0,0,0,0,1,0,0,0,0,0
4767,2,0,0,0,1,0,0,0,0,6
4768,2,0,0,0,1,0,1,0,0,2
4769,2,0,2,0,1,0,1,0,0,1
4770,2,1,2,0,1,0,1,0,0,7
4771,2,1,2,0,1,0,1,2,0,5
4772,2,1,2,0,1,1,1,2,0,3
4773,2,1,2,2,1,1,1,2,0,8
4774,0,0,0,0,0,0,0,0,0,6
4775,0,0,0,0,0,0,1,0,0,0
4776,2,0,0,0,0,0,1,0,0,8
4777,2,0,0,0,0,0,1,0,1,2
4778,2,0,2,0,0,0,1,0,1,1
4779,2,1,2,0,0,0,1,0,1,7
4780,2,1,2,0,0,0,1,2,1,4
4781,2,1,2,0,1,0,1,2,1,5
4782,2,1,2,0,1,2,1,2,1,3
4783,0,0,0,0,0,0,0,0,0,4
4784,0,0,0,0,1,0,0,0,0,0
4785,2,0,0,0,1,0,0,0,0,3
4786,2,0,0,1,1,0,0,0,0,5
4787,2,0,0,1,1,2,0,0,0,2
4788,2,0,1,1,1,2,0,0,0,6
4789,2,0,1,1,1,2,2,0,0,1
4790,2,1,1,1,1,2,2,0,0,7
4791,2,1,1,1,1,2,2,2,0,8
4792,0,0,0,0,0,0,0,0,0,0
4793,1,0,0,0,0,0,0,0,0,4
4794,1,0,0,0,2,0,0,0,0,6
4795,1,0,0,0,2,0,1,0,0,3
4796,1,0,0,2,2,0,1,0,0,1
4797,1,1,0,2,2,0,1,0,0,2
4798,1,1,2,2,2,0,1,0,0,5
4799,1,1,2,2,2,1,1,0,0,7
4800,1,1,2,2,2,1,1,2,0,8
4801,0,0,0,0,0,0,0,0,0,0
4802,1,0,0,0,0,0,0,0,0,4
4803,1,0,0,0,2,0,0,0,0,2
4804,1,0,1,0,2,0,0,0,0,1
4805,1,2,1,0,2,0,0,0,0,3
4806,1,2,1,1,2,0,0,0,0,6
4807,1,2,1,1,2,0,2,0,0,7
4808,1,2,1,1,2,0,2,1,0,8
4809,1,2,1,1,2,0,2,1,2,5
4810,0,0,0,0,0,0,0,0,0,0
4811,1,0,0,0,0,0,0,0,0,4
4812,1,0,0,0,2,0,0,0,0,2
4813,1,0,1,0,2,0,0,0,0,1
4814,1,2,1,0,2,0,0,0,0,7
4815,1,2,1,0,2,0,0,1,0,3
4816,1,2,1,2,2,0,0,1,0,5
4817,1,2,1,2,2,1,0,1,0,8
4818,1,2,1,2,2,1,0,1,2,6
4819,0,0,0,0,0,0,0,0,0,1
4820,0,1,0,0,0,0,0,0,0,0
4821,2,1,0,0,0,0,0,0,0,4
4822,2,1,0,0,1,0,0,0,0,7
4823,2,1,0,0,1,0,0,2,0,3
4824,2,1,0,1,1,0,0,2,0,5
4825,2,1,0,1,1,2,0,2,0,2
4826,2,1,1,1,1,2,0,2,0,6
4827,2,1,1,1,1,2,2,2,0,8
4828,0,0,0,0,0,0,0,0,0,4
4829,0,0,0,0,1,0,0,0,0,0
4830,2,0,0,0,1,0,0,0,0,2
4831,2,0,1,0,1,0,0,0,0,6
4832,2,0,1,0,1,0,2,0,0,3
4833,2,0,1,1,1,0,2,0,0,5
4834,2,0,1,1,1,2,2,0,0,1
4835,2,1,1,1,1,2,2,0,0,7
4836,2,1,1,1,1,2,2,2,0,8
4837,0,0,0,0,0,0,0,0,0,6
4838,0,0,0,0,0,0,1,0,0,0
4839,2,0,0,0,0,0,1,0,0,2
4840,2,0,1,0,0,0,1,0,0,4
4841,2,0,1,0,2,0,1,0,0,8
4842,2,0,1,0,2,0,1,0,1,7
4843,2,0,1,0,2,0,1,2,1,1
4844,2,1,1,0,2,0,1,2,1,5
4845,2,1,1,0,2,2,1,2,1,3
4846,0,0,0,0,0,0,0,0,0,4
4847,0,0,0,0,1,0,0,0,0,0
4848,2,0,0,0,1,0,0,0,0,6
4849,2,0,0,0,1,0,1,0,0,2
4850,2,0,2,0,1,0,1,0,0,1
4851,2,1,2,0,1,0,1,0,0,7
4852,2,1,2,0,1,0,1,2,0,3
4853,2,1,2,1,1,0,1,2,0,5
4854,2,1,2,1,1,2,1,2,0,8
4855,0,0,0,0,0,0,0,0,0,0
4856,1,0,0,0,0,0,0,0,0,4
4857,1,0,0,0,2,0,0,0,0,2
4858,1,0,1,0,2,0,0,0,0,1
4859,1,2,1,0,2,0,0,0,0,3
4860,1,2,1,1,2,0,0,0,0,6
4861,1,2,1,1,2,0,2,0,0,7
4862,1,2,1,1,2,0,2,1,0,8
4863,1,2,1,1,2,0,2,1,2,5
4864,0,0,0,0,0,0,0,0,0,3
4865,0,0,0,1,0,0,0,0,0,4
4866,0,0,0,1,2,0,0,0,0,2
4867,0,0,1,1,2,0,0,0,0,0
4868,2,0,1,1,2,0,0,0,0,8
4869,2,0,1,1,2,0,0,0,1,7
4870,2,0,1,1,2,0,0,2,1,1
4871,2,1,1,1,2,0,0,2,1,5
4872,2,1,1,1,2,2,0,2,1,6
4873,0,0,0,0,0,0,0,0,0,4
4874,0,0,0,0,1,0,0,0,0,0
4875,2,0,0,0,1,0,0,0,0,6
4876,2,0,0,0,1,0,1,0,0,2
4877,2,0,2,0,1,0,1,0,0,1
4878,2,1,2,0,1,0,1,0,0,7
4879,2,1,2,0,1,0,1,2,0,5
4880,2,1,2,0,1,1,1,2,0,3
4881,2,1,2,2,1,1,1,2,0,8
4882,0,0,0,0,0,0,0,0,0,0
4883,1,0,0,0,0,0,0,0,0,4
4884,1,0,0,0,2,0,0,0,0,6
4885,1,0,0,0,2,0,1,0,0,3
4886,1,0,0,2,2,0,1,0,0,8
4887,1,0,0,2,2,0,1,0,1,5
4888,0,0,0,0,0,0,0,0,0,0
4889,1,0,0,0,0,0,0,0,0,4
4890,1,0,0,0,2,0,0,0,0,3
4891,1,0,0,1,2,0,0,0,0,6
4892,1,0,0,1,2,0,2,0,0,2
4893,1,0,1,1,2,0,2,0,0,1
4894,1,2,1,1,2,0,2,0,0,7
4895,1,2,1,1,2,0,2,1,0,5
4896,1,2,1,1,2,2,2,1,0,8
4897,0,0,0,0,0,0,0,0,0,0
4898,1,0,0,0,0,0,0,0,0,4
4899,1,0,0,0,2,0,0,0,0,6
4900,1,0,0,0,2,0,1,0,0,3
4901,1,0,0,2,2,0,1,0,0,5
4902,1,0,0,2,2,1,1,0,0,1
4903,1,2,0,2,2,1,1,0,0,7
4904,1,2,0,2,2,1,1,1,0,8
4905,1,2,0,2,2,1,1,1,2,2
4906,0,0,0,0,0,0,0,0,0,3
4907,0,0,0,1,0,0,0,0,0,0
4908,2,0,0,1,0,0,0,0,0,2
4909,2,0,1,1,0,0,0,0,0,4
4910,2,0,1,1,2,0,0,0,0,8
4911,2,0,1,1,2,0,0,0,1,7
4912,2,0,1,1,2,0,0,2,1,1
4913,2,1,1,1,2,0,0,2,1,5
4914,2,1,1,1,2,2,0,2,1,6
4915,0,0,0,0,0,0,0,0,0,0
4916,1,0,0,0,0,0,0,0,0,4
4917,1,0,0,0,2,0,0,0,0,6
4918,1,0,0,0,2,0,1,0,0,3
4919,1,0,0,2,2,0,1,0,0,5
4920,1,0,0,2,2,1,1,0,0,7
4921,1,0,0,2,2,1,1,2,0,1
4922,1,1,0,2,2,1,1,2,0,2
4923,1,1,2,2,2,1,1,2,0,8
4924,0,0,0,0,0,0,0,0,0,4
4925,0,0,0,0,1,0,0,0,0,0
4926,2,0,0,0,1,0,0,0,0,2
4927,2,0,1,0,1,0,0,0,0,6
4928,2,0,1,0,1,0,2,0,0,3
4929,2,0,1,1,1,0,2,0,0,5
4930,2,0,1,1,1,2,2,0,0,1
4931,2,1,1,1,1,2,2,0,0,7
4932,2,1,1,1,1,2,2,2,0,8
4933,0,0,0,0,0,0,0,0,0,0
4934,1,0,0,0,0,0,0,0,0,4
4935,1,0,0,0,2,0,0,0,0,6
4936,1,0,0,0,2,0,1,0,0,3
4937,1,0,0,2,2,0,1,0,0,5
4938,1,0,0,2,2,1,1,0,0,7
4939,1,0,0,2,2,1,1,2,0,1
4940,1,1,0,2,2,1,1,2,0,2
4941,1,1,2,2,2,1,1,2,0,8
4942,0,0,0,0,0,0,0,0,0,3
4943,0,0,0,1,0,0,0,0,0,4
4944,0,0,0,1,2,0,0,0,0,0
4945,1,0,0,1,2,0,0,0,0,6
4946,1,0,0,1,2,0,2,0,0,2
4947,1,0,1,1,2,0,2,0,0,1
4948,1,2,1,1,2,0,2,0,0,7
4949,1,2,1,1,2,0,2,1,0,8
4950,1,2,1,1,2,0,2,1,2,5
4951,0,0,0,0,0,0,0,0,0,6
4952,0,0,0,0,0,0,1,0,0,0
4953,2,0,0,0,0,0,1,0,0,2
4954,2,0,1,0,0,0,1,0,0,4
4955,2,0,1,0,2,0,1,0,0,8
4956,2,0,1,0,2,0,1,0,1,7
4957,2,0,1,0,2,0,1,2,1,1
4958,2,1,1,0,2,0,1,2,1,5
4959,2,1,1,0,2,2,1,2,1,3
4960,0,0,0,0,0,0,0,0,0,0
4961,1,0,0,0,0,0,0,0,0,4
4962,1,0,0,0,2,0,0,0,0,2
4963,1,0,1,0,2,0,0,0,0,1
4964,1,2,1,0,2,0,0,0,0,3
4965,1,2,1,1,2,0,0,0,0,6
4966,1,2,1,1,2,0,2,0,0,7
4967,1,2,1,1,2,0,2,1,0,5
4968,1,2,1,1,2,2,2,1,0,8
4969,0,0,0,0,0,0,0,0,0,0
4970,1,0,0,0,0,0,0,0,0,4
4971,1,0,0,0,2,0,0,0,0,6
4972,1,0,0,0,2,0,1,0,0,3
4973,1,0,0,2,2,0,1,0,0,1
4974,1,1,0,2,2,0,1,0,0,2
4975,1,1,2,2,2,0,1,0,0,5
4976,1,1,2,2,2,1,1,0,0,7
4977,1,1,2,2,2,1,1,2,0,8
4978,0,0,0,0,0,0,0,0,0,4
4979,0,0,0,0,1,0,0,0,0,0
4980,2,0,0,0,1,0,0,0,0,3
4981,2,0,0,1,1,0,0,0,0,5
4982,2,0,0,1,1,2,0,0,0,1
4983,2,1,0,1,1,2,0,0,0,7
4984,2,1,0,1,1,2,0,2,0,6
4985,2,1,0,1,1,2,1,2,0,2
4986,2,1,2,1,1,2,1,2,0,8
4987,0,0,0,0,0,0,0,0,0,0
4988,1,0,0,0,0,0,0,0,0,4
4989,1,0,0,0,2,0,0,0,0,6
4990,1,0,0,0,2,0,1,0,0,3
4991,1,0,0,2,2,0,1,0,0,5
4992,1,0,0,2,2,1,1,0,0,1
4993,1,2,0,2,2,1,1,0,0,7
4994,1,2,0,2,2,1,1,1,0,8
4995,1,2,0,2,2,1,1,1,2,2
4996,0,0,0,0,0,0,0,0,0,2
4997,0,0,1,0,0,0,0,0,0,0
4998,2,0,1,0,0,0,0,0,0,4
4999,2,0,1,0,1,0,0,0,0,6
5000,2,0,1,0,1,0,2,0,0,3
5001,2,0,1,1,1,0,2,0,0,5
5002,2,0,1,1,1,2,2,0,0,7
5003,2,0,1,1,1,2,2,1,0,1
5004,2,2,1,1,1,2,2,1,0,8
5005,0,0,0,0,0,0,0,0,0,0
5006,1,0,0,0,0,0,0,0,0,4
5007,1,0,0,0,2,0,0,0,0,6
5008,1,0,0,0,2,0,1,0,0,3
5009,1,0,0,2,2,0,1,0,0,1
5010,1,1,0,2,2,0,1,0,0,2
5011,1,1,2,2,2,0,1,0,0,5
5012,1,1,2,2,2,1,1,0,0,7
5013,1,1,2,2,2,1,1,2,0,8
5014,0,0,0,0,0,0,0,0,0,4
5015,0,0,0,0,1,0,0,0,0,0
5016,2,0,0,0,1,0,0,0,0,6
5017,2,0,0,0,1,0,1,0,0,2
5018,2,0,2,0,1,0,1,0,0,1
5019,2,1,2,0,1,0,1,0,0,7
5020,2,1,2,0,1,0,1,2,0,5
5021,2,1,2,0,1,1,1,2,0,3
5022,2,1,2,2,1,1,1,2,0,8
5023,0,0,0,0,0,0,0,0,0,0
5024,1,0,0,0,0,0,0,0,0,4
5025,1,0,0,0,2,0,0,0,0,8
5026,1,0,0,0,2,0,0,0,1,3
5027,1,0,0,2,2,0,0,0,1,5
5028,1,0,0,2,2,1,0,0,1,7
5029,1,0,0,2,2,1,0,2,1,1
5030,1,1,0,2,2,1,0,2,1,2
5031,1,1,2,2,2,1,0,2,1,6
5032,0,0,0,0,0,0,0,0,0,0
5033,1,0,0,0,0,0,0,0,0,4
5034,1,0,0,0,2,0,0,0,0,2
5035,1,0,1,0,2,0,0,0,0,1
5036,1,2,1,0,2,0,0,0,0,7
5037,1,2,1,0,2,0,0,1,0,3
5038,1,2,1,2,2,0,0,1,0,5
5039,1,2,1,2,2,1,0,1,0,8
5040,1,2,1,2,2,1,0,1,2,6
5041,0,0,0,0,0,0,0,0,0,0
5042,1,0,0,0,0,0,0,0,0,4
5043,1,0,0,0,2,0,0,0,0,6
5044,1,0,0,0,2,0,1,0,0,3
5045,1,0,0,2,2,0,1,0,0,1
5046,1,1,0,2,2,0,1,0,0,2
5047,1,1,2,2,2,0,1,0,0,5
5048,1,1,2,2,2,1,1,0,0,8
5049,1,1,2,2,2,1,1,0,2,7
5050,0,0,0,0,0,0,0,0,0,0
5051,1,0,0,0,0,0,0,0,0,4
5052,1,0,0,0,2,0,0,0,0,1
5053,1,1,0,0,2,0,0,0,0,2
5054,1,1,2,0,2,0,0,0,0,6
5055,1,1,2,0,2,0,1,0,0,3
5056,1,1,2,2,2,0,1,0,0,5
5057,1,1,2,2,2,1,1,0,0,8
5058,1,1,2,2,2,1,1,0,2,7
5059,0,0,0,0,0,0,0,0,0,4
5060,0,0,0,0,1,0,0,0,0,0
5061,2,0,0,0,1,0,0,0,0,6
5062,2,0,0,0,1,0,1,0,0,2
5063,2,0,2,0,1,0,1,0,0,1
5064,2,1,2,0,1,0,1,0,0,7
5065,2,1,2,0,1,0,1,2,0,3
5066,2,1,2,1,1,0,1,2,0,5
5067,2,1,2,1,1,2,1,2,0,8
5068,0,0,0,0,0,0,0,0,0,0
5069,1,0,0,0,0,0,0,0,0,4
5070,1,0,0,0,2,0,0,0,0,6
5071,1,0,0,0,2,0,1,0,0,3
5072,1,0,0,2,2,0,1,0,0,1
5073,1,1,0,2,2,0,1,0,0,2
5074,1,1,2,2,2,0,1,0,0,5
5075,1,1,2,2,2,1,1,0,0,7
5076,1,1,2,2,2,1,1,2,0,8
5077,0,0,0,0,0,0,0,0,0,0
5078,1,0,0,0,0,0,0,0,0,4
5079,1,0,0,0,2,0,0,0,0,2
5080,1,0,1,0,2,0,0,0,0,1
5081,1,2,1,0,2,0,0,0,0,7
5082,1,2,1,0,2,0,0,1,0,3
5083,1,2,1,2,2,0,0,1,0,5
5084,1,2,1,2,2,1,0,1,0,8
5085,1,2,1,2,2,1,0,1,2,6
5086,0,0,0,0,0,0,0,0,0,0
5087,1,0,0,0,0,0,0,0,0,4
5088,1,0,0,0,2,0,0,0,0,6
5089,1,0,0,0,2,0,1,0,0,3
5090,1,0,0,2,2,0,1,0,0,1
5091,1,1,0,2,2,0,1,0,0,2
5092,1,1,2,2,2,0,1,0,0,5
5093,1,1,2,2,2,1,1,0,0,7
5094,1,1,2,2,2,1,1,2,0,8
5095,0,0,0,0,0,0,0,0,0,4
5096,0,0,0,0,1,0,0,0,0,0
5097,2,0,0,0,1,0,0,0,0,6
5098,2,0,0,0,1,0,1,0,0,2
5099,2,0,2,0,1,0,1,0,0,1
5100,2,1,2,0,1,0,1,0,0,7
5101,2,1,2,0,1,0,1,2,0,5
5102,2,1,2,0,1,1,1,2,0,3
5103,2,1,2,2,1,1,1,2,0,8
5104,0,0,0,0,0,0,0,0,0,4
5105,0,0,0,0,1,0,0,0,0,0
5106,2,0,0,0,1,0,0,0,0,1
5107,2,1,0,0,1,0,0,0,0,3
5108,2,1,0,2,1,0,0,0,0,6
5109,2,1,0,2,1,0,1,0,0,2
5110,2,1,2,2,1,0,1,0,0,7
5111,0,0,0,0,0,0,0,0,0,0
5112,1,0,0,0,0,0,0,0,0,4
5113,1,0,0,0,2,0,0,0,0,7
5114,1,0,0,0,2,0,0,1,0,2
5115,1,0,2,0,2,0,0,1,0,6
5116,1,0,2,0,2,0,1,1,0,3
5117,1,0,2,2,2,0,1,1,0,5
5118,1,0,2,2,2,1,1,1,0,8
5119,1,0,2,2,2,1,1,1,2,1
5120,0,0,0,0,0,0,0,0,0,1
5121,0,1,0,0,0,0,0,0,0,0
5122,2,1,0,0,0,0,0,0,0,8
5123,2,1,0,0,0,0,0,0,1,6
5124,2,1,0,0,0,0,2,0,1,3
5125,2,1,0,1,0,0,2,0,1,4
5126,2,1,0,1,2,0,2,0,1,2
5127,2,1,1,1,2,0,2,0,1,5
5128,2,1,1,1,2,2,2,0,1,7
5129,0,0,0,0,0,0,0,0,0,4
5130,0,0,0,0,1,0,0,0,0,0
5131,2,0,0,0,1,0,0,0,0,1
5132,2,1,0,0,1,0,0,0,0,7
5133,2,1,0,0,1,0,0,2,0,2
5134,2,1,1,0,1,0,0,2,0,6
5135,2,1,1,0,1,0,2,2,0,3
5136,2,1,1,1,1,0,2,2,0,5
5137,2,1,1,1,1,2,2,2,0,8
5138,0,0,0,0,0,0,0,0,0,0
5139,1,0,0,0,0,0,0,0,0,4
5140,1,0,0,0,2,0,0,0,0,2
5141,1,0,1,0,2,0,0,0,0,1
5142,1,2,1,0,2,0,0,0,0,7
5143,1,2,1,0,2,0,0,1,0,3
5144,1,2,1,2,2,0,0,1,0,5
5145,1,2,1,2,2,1,0,1,0,8
5146,1,2,1,2,2,1,0,1,2,6
5147,0,0,0,0,0,0,0,0,0,2
5148,0,0,1,0,0,0,0,0,0,0
5149,2,0,1,0,0,0,0,0,0,6
5150,2,0,1,0,0,0,1,0,0,4
5151,2,0,1,0,2,0,1,0,0,8
5152,2,0,1,0,2,0,1,0,1,7
5153,2,0,1,0,2,0,1,2,1,1
5154,2,1,1,0,2,0,1,2,1,5
5155,2,1,1,0,2,2,1,2,1,3
5156,0,0,0,0,0,0,0,0,0,0
5157,1,0,0,0,0,0,0,0,0,4
5158,1,0,0,0,2,0,0,0,0,2
5159,1,0,1,0,2,0,0,0,0,1
5160,1,2,1,0,2,0,0,0,0,3
5161,1,2,1,1,2,0,0,0,0,6
5162,1,2,1,1,2,0,2,0,0,7
5163,1,2,1,1,2,0,2,1,0,5
5164,1,2,1,1,2,2,2,1,0,8
5165,0,0,0,0,0,0,0,0,0,0
5166,1,0,0,0,0,0,0,0,0,4
5167,1,0,0,0,2,0,0,0,0,1
5168,1,1,0,0,2,0,0,0,0,2
5169,1,1,2,0,2,0,0,0,0,6
5170,1,1,2,0,2,0,1,0,0,3
5171,1,1,2,2,2,0,1,0,0,5
5172,1,1,2,2,2,1,1,0,0,8
5173,1,1,2,2,2,1,1,0,2,7
5174,0,0,0,0,0,0,0,0,0,6
5175,0,0,0,0,0,0,1,0,0,0
5176,2,0,0,0,0,0,1,0,0,2
5177,2,0,1,0,0,0,1,0,0,4
5178,2,0,1,0,2,0,1,0,0,8
5179,2,0,1,0,2,0,1,0,1,7
5180,2,0,1,0,2,0,1,2,1,1
5181,2,1,1,0,2,0,1,2,1,5
5182,2,1,1,0,2,2,1,2,1,3
5183,0,0,0,0,0,0,0,0,0,0
5184,1,0,0,0,0,0,0,0,0,4
5185,1,0,0,0,2,0,0,0,0,6
5186,1,0,0,0,2,0,1,0,0,3
5187,1,0,0,2,2,0,1,0,0,1
5188,1,1,0,2,2,0,1,0,0,2
5189,1,1,2,2,2,0,1,0,0,5
5190,1,1,2,2,2,1,1,0,0,7
5191,1,1,2,2,2,1,1,2,0,8
5192,0,0,0,0,0,0,0,0,0,4
5193,0,0,0,0,1,0,0,0,0,0
5194,2,0,0,0,1,0,0,0,0,6
5195,2,0,0,0,1,0,1,0,0,2
5196,2,0,2,0,1,0,1,0,0,1
5197,2,1,2,0,1,0,1,0,0,7
5198,2,1,2,0,1,0,1,2,0,3
5199,2,1,2,1,1,0,1,2,0,5
5200,2,1,2,1,1,2,1,2,0,8
5201,0,0,0,0,0,0,0,0,0,0
5202,1,0,0,0,0,0,0,0,0,4
5203,1,0,0,0,2,0,0,0,0,1
5204,1,1,0,0,2,0,0,0,0,2
5205,1,1,2,0,2,0,0,0,0,6
5206,1,1,2,0,2,0,1,0,0,3
5207,1,1,2,2,2,0,1,0,0,5
5208,1,1,2,2,2,1,1,0,0,7
5209,1,1,2,2,2,1,1,2,0,8
5210,0,0,0,0,0,0,0,0,0,6
5211,0,0,0,0,0,0,1,0,0,0
5212,2,0,0,0,0,0,1,0,0,2
5213,2,0,1,0,0,0,1,0,0,4
5214,2,0,1,0,2,0,1,0,0,8
5215,2,0,1,0,2,0,1,0,1,7
5216,2,0,1,0,2,0,1,2,1,1
5217,2,1,1,0,2,0,1,2,1,5
