,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move
1859,1,2,0,0,1,2,2,1,0,8
1860,1,1,0,1,0,0,0,2,2,6
1861,0,2,2,0,1,0,0,1,1,5
1862,0,2,2,2,1,2,1,1,1,0
1863,1,1,0,2,1,2,0,0,0,2
1864,0,1,0,0,1,0,0,2,0,3
1865,2,1,1,2,1,1,0,2,2,6
1866,0,0,0,0,2,0,0,1,0,5
1867,0,2,2,1,2,1,2,1,1,0
1868,1,1,0,2,0,1,0,0,2,7
1869,1,1,0,2,0,1,0,2,2,4
1870,1,1,2,2,1,1,0,2,2,6
1871,1,2,1,2,2,1,1,0,2,7
1872,0,2,1,1,2,2,0,1,1,0
1873,2,2,1,1,2,2,0,1,1,6
1874,2,1,0,0,1,2,0,1,0,6
1875,0,0,2,0,1,0,0,2,1,0
1876,0,0,2,0,1,0,0,2,1,3
1877,0,1,2,1,1,2,2,2,1,0
1878,1,2,2,2,1,2,1,0,1,7
1879,1,0,1,0,0,2,0,0,0,1
1880,1,0,0,1,0,0,0,2,2,5
1881,1,0,0,1,0,1,0,2,2,2
1882,1,0,2,1,2,1,1,2,2,1
1883,1,1,0,2,1,2,0,0,0,7
1884,1,0,2,0,0,2,1,1,0,1
1885,1,2,2,2,1,1,0,0,1,6
1886,1,0,2,2,1,1,1,0,2,7
1887,1,0,2,2,1,1,1,2,2,1
1888,1,0,1,0,0,2,0,0,0,8
1889,1,2,1,1,1,2,2,0,2,7
1890,1,0,0,1,0,0,0,2,2,4
1891,1,2,2,1,1,2,2,0,1,7
1892,1,1,0,0,0,2,2,1,0,2
1893,1,2,0,0,2,0,0,1,0,5
1894,1,2,0,0,2,1,0,1,0,2
1895,1,1,2,2,1,2,0,0,1,7
1896,1,0,1,2,2,1,2,1,2,1
1897,1,2,1,2,1,2,2,0,1,7
1898,1,1,0,2,1,2,0,0,0,7
1899,1,2,2,1,1,1,0,0,2,7
1900,1,2,2,1,1,1,0,2,2,6
1901,1,0,1,2,2,1,2,1,2,1
1902,1,2,1,1,2,2,1,0,2,7
1903,1,2,0,0,0,2,1,1,0,4
1904,1,2,1,1,2,2,2,0,1,7
1905,1,1,1,2,2,2,0,0,1,6
1906,1,2,1,2,1,2,1,0,2,7
1907,1,2,2,1,1,1,2,0,2,7
1908,1,1,1,2,2,2,0,0,1,7
1909,1,1,1,2,1,2,0,0,2,7
1910,1,1,1,2,2,2,0,0,1,6
1911,1,2,0,0,0,0,0,1,0,5
1912,1,2,0,0,0,2,0,1,0,8
1913,1,2,0,2,0,2,0,1,1,4
1914,1,2,2,1,2,1,0,0,1,7
1915,1,2,1,2,1,1,2,0,2,7
1916,1,2,1,2,1,1,0,2,2,6
1917,1,1,0,2,2,1,0,0,0,2
1918,1,1,2,2,2,1,0,0,1,7
1919,1,0,2,0,0,1,0,0,0,8
1920,1,0,2,2,1,1,1,0,2,1
1921,1,2,2,2,1,1,1,0,2,7
1922,1,0,1,2,2,1,2,1,2,1
1923,1,0,2,0,0,1,0,2,0,4
1924,1,0,2,0,1,1,0,2,0,8
1925,1,2,1,1,1,2,2,0,2,7
1926,1,2,2,1,2,1,1,0,2,7
1927,1,1,2,2,1,2,0,0,1,7
1928,1,2,2,1,2,1,0,0,1,6
1929,1,1,2,2,2,2,0,1,1,6
1930,1,1,2,2,1,2,0,0,1,6
1931,1,0,2,0,0,1,0,2,0,4
1932,1,0,2,0,1,1,0,2,0,6
1933,1,2,0,0,0,2,0,1,0,2
1934,1,2,1,2,1,2,2,0,1,7
1935,1,0,2,0,0,2,1,1,0,8
1936,1,2,2,1,2,2,1,0,1,7
1937,1,2,1,2,1,1,0,2,2,6
1938,1,2,2,2,1,1,0,1,2,6
1939,1,2,1,2,2,2,1,0,1,7
1940,1,1,2,2,1,2,0,0,1,7
1941,1,0,2,1,2,1,2,2,1,1
1942,1,2,0,0,0,2,0,1,0,3
1943,1,0,1,0,0,2,0,0,0,4
1944,1,1,1,2,2,2,0,0,1,7
1945,1,0,2,0,0,2,1,1,0,4
1946,1,0,2,0,2,2,1,1,0,3
1947,1,2,2,1,1,2,2,0,1,7
1948,1,2,1,1,2,2,2,0,1,7
1949,1,1,0,2,1,2,0,0,0,6
1950,1,2,1,2,1,2,2,0,1,7
1951,1,0,1,0,2,2,1,2,0,3
1952,1,0,1,0,0,2,0,2,0,6
1953,1,2,0,1,0,2,0,2,1,4
1954,1,0,1,0,0,2,1,2,0,1
1955,1,2,1,1,1,2,2,0,2,7
1956,1,2,1,1,1,2,2,0,2,7
1957,1,2,1,1,2,2,1,0,2,7
1958,1,2,1,2,1,2,1,0,2,7
1959,1,0,2,0,0,2,0,1,0,6
1960,1,2,2,2,1,2,1,0,1,7
1961,1,1,0,1,2,2,0,0,0,2
1962,1,1,1,2,1,2,0,0,2,7
1963,1,2,1,2,1,2,2,0,1,7
1964,1,1,0,1,0,2,0,0,2,2
1965,1,1,0,0,2,2,0,1,0,6
1966,1,1,0,0,2,2,2,1,0,2
1967,1,0,2,0,0,2,1,1,0,8
1968,1,1,2,2,1,2,0,0,1,7
1969,1,1,0,2,0,2,0,1,2,4
1970,1,2,1,1,1,2,2,0,2,7
1971,1,1,1,2,2,2,0,0,1,7
1972,1,0,0,1,2,2,0,2,1,2
1973,1,2,1,1,2,2,0,2,1,6
1974,1,2,0,0,0,2,0,1,0,8
1975,1,2,0,2,0,2,0,1,1,6
1976,1,2,2,1,2,2,1,0,1,7
1977,1,2,2,1,1,2,2,0,1,7
1978,1,1,0,0,0,2,2,1,0,8
1979,1,0,1,0,2,2,1,2,0,1
1980,1,1,0,2,0,2,0,1,2,2
1981,1,2,0,0,1,2,2,1,0,3
1982,1,2,2,2,1,2,1,0,1,7
1983,1,1,1,2,1,2,0,0,2,6
1984,1,1,1,2,2,2,0,0,1,7
1985,1,2,1,1,2,2,0,1,2,6
1986,1,2,1,2,1,2,1,0,2,7
1987,1,2,1,1,2,2,2,0,1,7
1988,1,1,0,2,1,2,0,0,0,7
1989,1,2,2,1,2,2,0,1,1,6
1990,1,2,1,2,1,2,2,0,1,7
1991,1,1,0,1,2,2,0,0,0,2
1992,1,1,2,2,2,2,0,1,1,6
1993,1,0,1,0,2,2,1,2,0,8
1994,1,1,2,2,1,2,0,0,1,7
1995,1,1,1,2,2,2,0,0,1,6
1996,1,2,1,1,2,2,1,0,2,7
1997,1,1,1,2,1,2,0,0,2,7
1998,1,2,1,1,1,2,2,0,2,7
1999,1,2,1,1,1,2,2,0,2,7
2000,1,1,0,2,1,2,0,0,0,6
2001,1,1,0,2,1,2,2,0,0,2
2002,1,1,2,2,1,2,0,0,1,6
2003,1,0,2,0,1,2,1,2,0,3
2004,1,2,1,1,1,2,2,0,2,7
2005,1,2,0,0,1,2,2,1,0,8
2006,1,0,2,0,1,2,1,2,0,8
2007,1,1,2,2,1,2,0,0,1,7
2008,1,2,0,0,1,2,0,1,0,3
2009,1,2,1,1,1,2,2,0,2,7
2010,1,2,1,1,1,2,2,0,2,7
2011,1,2,2,1,1,2,2,0,1,7
2012,1,2,1,2,1,2,2,0,1,7
2013,1,1,1,2,1,2,0,0,2,7
2014,1,2,2,1,1,2,1,0,2,7
2015,1,2,2,1,1,2,1,0,2,7
2016,1,2,1,2,1,2,2,0,1,7
2017,1,2,1,2,1,2,2,0,1,7
2018,1,0,2,0,1,2,1,2,0,1
2019,1,2,1,2,1,2,1,0,2,7
2020,1,1,1,2,1,2,0,0,2,6
2021,1,1,0,2,1,2,2,0,0,7
2022,1,2,1,2,1,2,1,0,2,7
2023,1,0,2,0,1,2,1,2,0,3
2024,1,2,1,2,1,2,2,0,1,7
2025,1,2,1,1,1,2,2,0,2,7
2026,1,2,1,1,1,2,2,0,2,7
2027,1,2,2,1,1,2,1,0,2,7
2028,1,2,2,2,1,2,1,0,1,7
2029,1,2,2,1,1,2,1,0,2,7
2030,1,1,2,1,1,2,0,0,2,7
2031,1,2,0,0,1,2,2,1,0,2
2032,1,2,0,0,1,2,2,1,0,8
2033,1,2,2,1,1,2,2,0,1,7
2034,1,2,1,2,1,2,2,0,1,7
2035,1,2,1,1,1,2,2,0,2,7
2036,1,2,2,1,1,2,2,0,1,7
2037,1,1,0,2,1,2,2,0,0,7
2038,1,2,2,1,1,2,2,0,1,7
2039,1,2,1,1,1,2,2,0,2,7
2040,1,2,1,1,1,2,2,0,2,7
2041,1,2,1,2,1,2,2,0,1,7
2042,1,2,2,1,1,2,2,0,1,7
2043,1,2,1,2,1,2,2,0,1,7
2044,1,2,1,1,1,2,2,0,2,7
2045,1,2,2,1,1,2,2,0,1,7
2046,1,2,1,1,1,2,2,0,2,7
2047,1,2,1,1,1,2,2,0,2,7
2048,1,2,2,1,1,2,2,0,1,7
2049,1,2,1,1,1,2,2,0,2,7
2050,1,2,2,1,1,2,2,0,1,7
2051,1,2,2,1,1,2,2,0,1,7
2052,1,2,1,2,1,2,2,0,1,7
2053,1,1,0,2,1,2,2,0,0,7
2054,2,1,1,2,2,1,1,0,2,7
2055,2,2,1,2,1,1,0,1,2,6
2056,0,0,0,0,2,0,0,1,0,2
2057,0,0,2,2,1,1,2,0,1,1
2058,0,1,2,2,1,1,2,2,1,0
2059,2,2,1,2,1,2,1,0,1,7
2060,0,1,2,2,1,1,2,2,1,0
2061,0,1,0,0,0,2,1,0,0,3
2062,0,1,0,2,0,2,1,0,0,8
2063,1,0,2,0,0,1,0,0,0,4
2064,1,2,2,1,2,1,0,0,1,6
2065,2,1,1,2,1,2,0,0,1,6
2066,2,1,1,2,1,2,2,0,1,7
2067,0,0,1,0,0,0,0,2,1,3
2068,0,0,1,2,2,1,1,2,1,1
2069,2,1,1,2,1,2,0,2,1,6
2070,0,0,0,1,2,1,2,0,0,1
2071,2,1,0,1,2,1,2,0,0,8
2072,2,1,2,1,1,1,0,0,2,7
2073,2,1,2,1,1,1,0,2,2,6
2074,0,0,0,0,1,0,0,2,0,8
2075,0,0,2,0,1,0,0,2,1,3
2076,1,2,0,0,0,2,0,1,0,8
2077,1,2,0,2,0,2,0,1,1,2
2078,2,1,2,1,1,1,0,2,2,6
2079,0,0,0,0,1,2,1,0,0,2
2080,0,0,2,0,1,2,1,1,0,0
2081,2,0,2,0,1,2,1,1,0,3
2082,0,0,2,1,2,1,2,0,1,0
2083,1,0,2,1,2,1,2,0,1,1
2084,0,0,0,0,1,0,1,2,0,2
2085,0,1,2,2,1,2,1,2,1,0
2086,0,0,0,0,0,2,1,0,0,3
2087,0,0,0,1,0,2,1,0,0,2
2088,1,2,2,2,1,1,0,0,1,7
2089,1,2,1,2,1,2,2,0,1,7
2090,2,2,1,1,2,1,1,0,2,7
2091,0,1,0,0,2,0,0,1,0,0
2092,2,1,0,0,2,0,0,1,0,8
2093,0,0,1,0,0,0,1,2,2,4
2094,0,0,1,0,1,0,1,2,2,5
2095,0,1,1,2,1,2,1,2,2,0
2096,0,0,0,2,1,1,2,0,0,8
2097,0,0,2,2,1,1,2,0,1,7
2098,0,0,2,2,1,1,2,1,1,0
2099,1,1,0,2,1,2,0,0,0,6
2100,1,1,0,2,1,2,2,0,0,7
2101,1,1,1,2,2,2,0,0,1,6
2102,0,1,0,0,1,0,0,2,0,2
2103,1,0,1,2,2,1,2,2,1,1
2104,1,2,2,1,2,1,0,0,1,7
2105,1,2,2,1,2,1,0,2,1,6
2106,0,0,2,0,0,0,0,1,1,4
2107,0,0,2,0,2,0,1,1,1,0
2108,2,0,2,0,2,0,1,1,1,5
2109,0,0,2,0,0,0,1,2,1,1
2110,0,1,2,2,2,1,1,2,1,0
2111,2,1,1,2,2,2,1,0,1,7
2112,2,1,2,1,1,1,0,2,2,6
2113,2,1,1,2,1,2,1,0,2,7
2114,1,2,0,0,0,2,0,1,0,3
2115,1,1,0,2,1,2,0,0,0,6
2116,1,1,0,2,1,2,2,0,0,2
2117,2,1,0,1,0,0,0,0,2,5
2118,2,1,0,1,0,1,0,0,2,6
2119,2,2,1,1,2,1,1,0,2,7
2120,0,0,0,0,1,2,1,0,0,1
2121,0,2,0,0,1,2,1,0,0,3
2122,0,2,0,1,1,2,1,0,0,7
2123,2,2,1,2,1,1,0,1,2,6
2124,0,2,2,0,1,0,0,1,1,5
2125,0,2,2,2,1,2,1,1,1,0
2126,0,2,1,2,1,1,0,0,2,6
2127,0,2,1,2,1,1,1,0,2,0
2128,2,2,1,2,1,1,1,0,2,7
2129,0,0,0,0,1,0,2,1,0,1
2130,2,2,1,1,2,1,0,2,1,6
2131,2,2,1,1,1,2,1,0,2,7
2132,1,0,1,0,0,2,0,0,0,4
2133,1,0,1,0,2,2,1,2,0,1
2134,2,1,0,1,1,2,0,0,0,6
2135,2,1,0,1,1,2,2,0,0,7
2136,1,0,1,2,2,1,2,1,2,1
2137,0,2,0,1,1,2,1,0,0,2
2138,0,2,2,1,1,2,1,0,1,7
2139,0,2,2,1,1,2,1,2,1,0
2140,1,0,2,0,0,1,0,2,0,4
2141,0,2,1,1,2,2,0,1,1,6
2142,0,2,1,1,2,2,2,1,1,0
2143,0,2,2,0,1,0,0,1,1,0
2144,0,0,2,0,0,1,1,2,0,0
2145,1,0,2,0,0,1,1,2,0,8
2146,1,0,2,2,1,1,1,2,2,1
2147,1,2,1,2,1,2,2,0,1,7
2148,0,2,1,1,1,1,2,0,2,0
2149,2,2,1,1,1,1,2,0,2,7
2150,2,1,1,2,1,2,0,0,1,6
2151,2,1,1,2,1,2,2,0,1,7
2152,0,2,0,0,1,0,0,1,0,6
2153,0,2,0,0,1,0,2,1,0,0
2154,1,2,0,0,1,0,2,1,0,8
2155,1,0,2,0,0,1,0,0,0,3
2156,1,1,2,2,1,1,0,2,2,6
2157,2,1,0,0,0,0,0,1,0,8
2158,2,1,0,1,0,0,0,1,2,2
2159,1,0,1,0,0,2,0,0,0,4
2160,1,2,1,2,2,2,1,0,1,7
2161,1,1,0,2,1,2,0,0,0,2
2162,1,0,0,1,0,0,0,2,2,5
2163,1,0,0,1,0,1,0,2,2,1
2164,1,2,0,1,0,1,0,2,2,2
2165,1,1,2,2,1,2,0,0,1,7
2166,1,1,1,2,2,2,0,0,1,7
2167,1,2,2,2,1,1,0,1,2,6
2168,1,2,0,0,0,0,2,1,0,3
2169,1,2,0,0,0,2,0,1,0,4
2170,1,0,2,0,0,1,0,2,0,6
2171,1,0,2,0,0,1,1,2,0,4
2172,1,0,2,0,2,1,1,2,0,1
2173,1,1,1,2,2,2,0,0,1,7
2174,1,2,1,1,2,1,0,2,2,6
2175,1,1,2,2,1,2,0,0,1,7
2176,1,1,0,2,0,0,0,0,2,2
2177,1,0,2,0,0,1,0,0,0,6
2178,1,2,2,1,1,1,2,0,2,7
2179,1,1,0,1,2,2,0,0,0,7
2180,1,2,2,1,1,2,2,0,1,7
2181,1,2,2,1,1,1,2,0,2,7
2182,1,1,2,2,1,2,0,0,1,7
2183,1,2,1,2,1,2,2,0,1,7
2184,1,0,1,2,2,1,2,1,2,1
2185,1,0,1,0,0,2,0,0,0,1
2186,1,2,1,2,1,2,2,0,1,7
2187,1,0,2,2,1,1,1,0,2,7
2188,1,0,2,2,1,1,1,2,2,1
2189,1,1,0,2,2,1,0,0,0,2
2190,1,1,2,2,2,1,0,0,1,6
2191,1,1,1,2,2,2,0,0,1,7
2192,1,1,0,0,2,2,0,1,0,6
2193,1,1,0,0,2,2,2,1,0,8
2194,1,1,0,2,1,2,0,0,0,8
2195,1,1,1,2,1,2,0,0,2,7
2196,1,0,2,0,0,2,1,1,0,3
2197,1,2,2,1,1,1,2,0,2,7
2198,1,1,2,1,2,1,0,0,2,7
2199,1,1,2,1,2,1,0,2,2,6
2200,1,0,2,0,0,2,0,1,0,3
2201,1,2,2,1,2,1,0,0,1,7
2202,1,2,2,1,2,1,0,2,1,6
2203,1,0,0,1,0,0,0,2,2,5
2204,1,0,1,1,2,1,2,2,2,1
2205,1,2,2,2,1,1,0,0,1,6
2206,1,0,2,1,2,1,2,2,1,1
2207,1,2,0,1,0,1,0,2,2,2
2208,1,2,2,1,1,1,2,0,2,7
2209,1,0,1,1,2,1,2,2,2,1
2210,1,2,2,1,2,1,1,0,2,7
2211,1,0,2,1,1,1,2,0,2,1
2212,1,2,0,1,0,0,0,2,1,5
2213,1,2,0,1,0,2,0,2,1,2
2214,1,2,1,2,1,1,0,2,2,6
2215,1,1,1,2,2,2,0,0,1,6
2216,1,2,2,1,1,1,0,0,2,7
2217,1,2,2,1,1,1,0,2,2,6
2218,1,2,2,1,2,1,0,0,1,6
2219,1,1,1,2,2,2,0,0,1,6
2220,1,2,0,0,0,2,0,1,0,2
2221,1,2,2,1,1,2,2,0,1,7
2222,1,1,2,2,1,1,0,2,2,6
2223,1,0,1,2,2,1,2,1,2,1
2224,1,2,1,1,2,2,1,0,2,7
2225,1,1,1,2,1,2,0,0,2,6
2226,1,2,1,1,1,2,2,0,2,7
2227,1,2,0,0,2,0,0,1,0,8
2228,1,0,1,2,2,1,2,1,2,1
2229,1,1,0,1,2,2,0,0,0,6
2230,1,1,0,1,2,2,2,0,0,8
2231,1,0,2,2,2,1,1,1,2,1
2232,1,2,0,0,2,0,0,1,0,6
2233,1,2,0,0,2,0,1,1,0,8
2234,1,1,0,2,2,1,0,0,0,6
2235,1,1,0,2,2,1,2,0,0,2
2236,1,2,1,1,2,1,0,2,2,6
2237,1,2,2,1,2,1,1,0,2,7
2238,1,1,1,2,2,2,0,0,1,6
2239,1,1,1,2,2,2,0,0,1,7
2240,1,1,0,0,2,2,0,1,0,6
2241,1,1,0,0,2,2,2,1,0,2
2242,1,1,2,1,2,1,0,0,2,6
2243,1,2,2,1,2,1,0,0,1,7
2244,1,2,2,1,2,1,0,2,1,6
2245,1,2,1,1,2,1,0,2,2,6
2246,1,2,1,2,2,2,1,0,1,7
2247,1,2,2,1,2,1,0,0,1,6
2248,1,1,0,0,2,0,2,1,0,2
2249,1,1,0,2,2,1,0,0,0,8
2250,1,2,2,1,2,1,0,0,1,7
2251,1,2,2,1,2,1,0,2,1,6
2252,1,2,1,2,2,1,1,0,2,7
2253,1,1,0,1,2,2,0,0,0,8
2254,1,1,2,2,2,1,0,1,2,6
2255,1,2,1,1,2,2,2,0,1,7
2256,1,0,2,1,2,1,2,1,2,1
2257,1,1,1,2,2,2,0,0,1,7
2258,1,0,2,0,2,2,1,1,0,3
2259,1,1,2,1,2,2,0,0,1,7
2260,1,1,2,1,2,2,0,2,1,6
2261,1,1,2,2,2,1,0,1,2,6
2262,1,1,2,1,2,1,0,0,2,7
2263,1,1,2,1,2,1,0,2,2,6
2264,1,1,2,2,2,1,1,0,2,7
2265,1,0,2,1,2,1,1,0,2,7
2266,1,0,2,1,2,1,1,2,2,1
2267,1,2,1,1,2,2,0,1,2,6
2268,1,0,2,0,2,1,1,2,0,1
2269,1,1,2,2,2,1,0,1,2,6
2270,1,0,0,1,2,2,0,2,1,1
2271,1,1,2,1,2,2,0,2,1,6
2272,1,1,2,1,2,2,0,2,1,6
2273,1,0,1,2,2,1,2,1,2,1
2274,1,1,0,2,2,2,1,0,0,2
2275,1,2,1,1,2,1,0,2,2,6
2276,1,1,1,2,2,2,0,0,1,7
2277,1,1,0,2,2,2,1,0,0,8
2278,1,1,2,2,2,1,1,0,2,7
2279,1,1,2,1,2,2,0,2,1,6
2280,1,2,1,2,2,2,1,0,1,7
2281,1,1,2,1,2,1,0,0,2,6
2282,1,2,1,1,2,2,1,0,2,7
2283,1,2,1,1,2,2,1,0,2,7
2284,1,0,1,0,2,2,1,2,0,8
2285,1,2,0,0,2,1,2,1,0,2
2286,1,0,1,0,2,2,1,2,0,8
2287,1,1,1,1,2,2,0,0,2,6
2288,1,0,1,2,2,1,2,1,2,1
2289,1,1,1,2,2,2,0,0,1,7
2290,1,0,1,2,2,1,2,1,2,1
2291,1,0,1,2,2,1,1,2,2,1
2292,1,1,1,1,2,2,0,0,2,6
2293,1,2,1,1,2,2,1,0,2,7
2294,1,2,1,1,2,2,2,0,1,7
2295,1,0,1,2,2,1,2,1,2,1
2296,1,2,1,2,2,2,1,0,1,7
2297,1,0,1,0,2,2,1,2,0,8
2298,1,1,1,1,2,2,0,0,2,6
2299,1,2,1,1,2,2,1,0,2,7
2300,1,2,1,1,2,2,2,0,1,7
2301,1,2,1,1,2,2,0,1,2,6
2302,1,0,1,2,2,1,1,0,2,7
2303,1,0,1,2,2,1,1,2,2,1
2304,1,2,1,1,2,1,2,0,2,7
2305,1,2,1,1,2,2,1,0,2,7
2306,1,2,1,2,2,1,1,0,2,7
2307,1,0,1,2,2,1,2,1,2,1
2308,1,2,1,1,2,2,1,0,2,7
2309,1,1,1,1,2,2,0,0,2,7
2310,1,1,1,1,2,2,0,2,2,6
2311,1,2,1,2,2,1,1,0,2,7
2312,1,1,1,2,2,2,0,0,1,6
2313,1,0,1,2,2,1,2,2,1,1
2314,1,2,1,1,2,1,0,2,2,6
2315,1,0,1,1,2,1,2,2,2,1
2316,1,0,1,0,2,2,1,2,0,8
2317,1,2,1,1,2,2,0,1,2,6
2318,1,2,1,2,2,2,1,0,1,7
2319,1,2,1,2,2,1,1,0,2,7
2320,1,2,1,1,2,2,0,2,1,6
2321,1,1,1,2,2,2,0,0,1,6
2322,1,1,1,1,2,2,0,2,2,6
2323,1,2,1,1,2,2,2,0,1,7
2324,1,2,1,2,2,1,1,0,2,7
2325,1,2,1,2,2,1,1,0,2,7
2326,1,2,1,1,2,2,1,0,2,7
2327,1,2,1,2,2,1,1,0,2,7
2328,1,2,1,2,2,1,1,0,2,7
2329,1,1,1,1,2,2,0,2,2,6
2330,1,2,1,1,2,2,2,0,1,7
2331,1,2,1,1,2,2,1,0,2,7
2332,1,0,1,2,2,1,2,1,2,1
2333,1,0,1,0,2,2,1,2,0,1
2334,1,2,1,1,2,2,0,2,1,6
2335,1,0,1,2,2,1,2,1,2,1
2336,1,2,1,1,2,2,1,0,2,7
2337,1,2,1,2,2,1,1,0,2,7
2338,1,2,1,1,2,2,1,0,2,7
2339,1,2,1,2,2,1,1,0,2,7
2340,1,2,1,1,2,2,2,0,1,7
2341,1,2,1,1,2,2,1,0,2,7
2342,1,2,1,2,2,1,1,0,2,7
2343,1,2,1,1,2,1,0,2,2,6
2344,1,2,1,1,2,2,2,0,1,7
2345,1,2,1,2,2,1,1,0,2,7
2346,1,2,1,1,2,2,1,0,2,7
2347,1,2,1,2,2,2,1,0,1,7
2348,1,2,1,2,2,2,1,0,1,7
2349,1,2,1,1,2,2,2,0,1,7
2350,1,2,1,1,2,1,0,2,2,6
2351,1,2,1,2,2,1,1,0,2,7
2352,1,2,1,1,2,2,2,0,1,7
2353,1,2,1,2,2,1,1,0,2,7
2354,1,2,1,2,2,2,1,0,1,7
2355,1,2,1,1,2,2,0,1,2,6
2356,1,2,1,1,2,1,0,2,2,6
2357,1,2,1,1,2,2,2,0,1,7
2358,1,2,1,1,2,2,1,0,2,7
2359,1,2,1,2,2,2,1,0,1,7
2360,1,2,1,1,2,2,1,0,2,7
2361,1,2,1,1,2,1,0,2,2,6
2362,1,2,1,2,2,1,1,0,2,7
2363,1,2,1,1,2,1,2,0,2,7
2364,1,2,1,1,2,2,1,0,2,7
2365,1,2,1,1,2,1,0,2,2,6
2366,1,2,1,2,2,2,1,0,1,7
2367,1,2,1,1,2,2,1,0,2,7
2368,1,2,1,1,2,1,0,2,2,6
2369,1,2,1,1,2,2,0,2,1,6
2370,1,2,1,1,2,2,1,0,2,7
2371,1,2,1,1,2,2,1,0,2,7
2372,1,2,1,1,2,2,0,2,1,6
2373,1,2,1,1,2,2,0,1,2,6
2374,1,2,1,1,2,2,2,0,1,7
2375,1,2,1,1,2,1,2,0,2,7
2376,1,2,1,1,2,2,1,0,2,7
2377,1,2,1,1,2,2,2,0,1,7
2378,1,2,1,1,2,1,2,0,2,7
2379,1,2,1,1,2,2,2,0,1,7
2380,1,2,1,1,2,1,0,2,2,6
2381,1,2,1,1,2,1,0,2,2,6
2382,1,2,1,1,2,2,0,2,1,6
2383,1,2,1,1,2,1,0,2,2,6
2384,1,2,1,1,2,2,0,1,2,6
2385,1,2,1,1,2,1,2,0,2,7
2386,1,2,1,1,2,2,2,0,1,7
2387,1,2,1,1,2,2,1,0,2,7
2388,1,2,1,1,2,1,0,2,2,6
2389,1,2,1,1,2,2,0,1,2,6
2390,1,2,1,1,2,1,2,0,2,7
2391,1,2,1,1,2,2,2,0,1,7
2392,1,2,1,1,2,1,2,0,2,7
2393,1,2,1,1,2,2,2,0,1,7
2394,2,1,1,1,2,2,0,2,1,6
2395,2,1,1,2,1,2,0,2,1,6
2396,2,2,1,1,2,1,0,2,1,6
2397,0,0,0,0,2,0,0,1,0,2
2398,0,1,1,2,2,2,0,1,1,6
2399,0,1,1,2,2,2,2,1,1,0
2400,0,1,2,2,1,1,2,2,1,0
2401,0,2,0,0,1,0,0,1,0,3
2402,2,2,1,2,1,1,0,1,2,6
2403,0,0,0,2,1,1,2,0,0,2
2404,1,2,1,2,1,1,2,0,2,7
2405,2,2,1,2,1,2,1,0,1,7
2406,0,0,2,2,1,1,2,0,1,0
2407,1,0,2,2,1,1,2,0,1,7
2408,1,0,2,2,1,1,2,2,1,1
2409,0,0,0,0,2,0,0,1,0,0
2410,1,2,0,0,2,0,0,1,0,6
2411,1,2,0,0,2,0,1,1,0,5
2412,1,2,0,0,2,2,1,1,0,3
2413,1,0,1,2,2,1,2,1,2,1
2414,1,1,2,2,1,2,0,0,1,6
2415,1,1,2,2,1,1,0,2,2,6
2416,2,2,1,1,2,1,1,0,2,7
2417,0,0,0,2,0,1,1,0,0,0
2418,0,0,2,0,0,0,0,1,1,3
2419,0,0,2,2,2,1,1,1,1,0
2420,2,2,1,2,1,2,0,1,1,6
2421,1,1,0,2,1,2,0,0,0,7
2422,0,0,0,0,1,0,0,2,0,2
2423,0,0,1,0,0,0,0,2,1,3
2424,0,0,1,2,2,1,1,2,1,1
2425,0,2,1,2,2,1,1,2,1,0
2426,0,2,1,2,2,2,1,1,1,0
2427,1,1,2,2,1,2,0,0,1,6
2428,2,2,1,1,2,1,0,2,1,6
2429,2,1,0,1,0,0,0,0,2,6
2430,0,2,1,1,2,1,2,2,1,0
2431,2,1,2,2,1,1,0,1,2,6
2432,0,2,1,2,1,1,0,0,2,0
2433,1,2,1,2,1,1,0,2,2,6
2434,0,1,0,0,1,0,0,2,0,2
2435,1,1,2,2,1,1,0,2,2,6
2436,1,2,0,0,0,2,0,1,0,4
2437,1,2,0,0,1,2,0,1,0,6
2438,1,2,0,0,1,2,2,1,0,8
2439,2,2,1,2,1,1,0,1,2,6
2440,1,0,1,0,0,2,0,0,0,6
2441,2,0,0,1,0,0,0,1,2,6
2442,0,0,0,0,1,0,1,2,0,3
2443,0,2,1,2,1,2,1,2,1,0
2444,1,1,2,1,1,2,0,0,2,7
2445,1,2,0,0,2,0,0,1,0,5
2446,1,2,0,0,2,1,0,1,0,6
2447,1,2,0,0,2,1,2,1,0,8
2448,0,1,0,0,0,2,1,0,0,2
2449,1,2,2,2,1,1,0,1,2,6
2450,2,1,0,0,0,0,0,1,0,6
2451,2,1,0,0,0,0,2,1,0,5
2452,2,1,1,1,2,2,0,0,1,6
2453,2,1,1,1,2,2,2,0,1,7
2454,0,0,0,0,1,2,1,0,0,8
2455,0,1,1,2,1,2,1,2,2,0
2456,1,0,1,0,0,2,0,0,0,6
2457,1,0,0,1,0,0,0,2,2,2
2458,2,1,0,0,0,0,0,1,0,5
2459,2,1,0,0,0,2,0,1,0,8
2460,2,1,0,2,0,2,0,1,1,4
2461,2,1,2,2,1,2,0,1,1,6
2462,0,0,1,2,1,1,2,0,2,0
2463,1,0,1,2,1,1,2,0,2,1
2464,1,2,1,2,1,1,2,0,2,7
